Seller SKU,Title,ASIN,Alternative ASINs,UPC,EAN,Brand,Product Group,Parent ASIN,Quantity,Package Length,Package Width,Package Height,Package Weight,FBA Competitors,FBA Eligible Competitors,FBM Competitors,FBM Eligible Competitors,BuyBox Fulfillment,BuyBox Seller Feedback Count,BuyBox Seller Positive Feedback Rating,Sales Rank Category,Sales Rank,Est. Number of Orders per Day,Est. Number of Effective Competitors,MSRP (List Price),Lowest FBA price,Lowest FBM price,BuyBox price,Cost,Referral Fee,FBA Fee,Total Fees,Total Costs,Est. Monthly Sales Share,Est. Monthly Profit Share,Est. Profit Margin,Est. Competitive Price,Est. Profit per Item
,Cold Steel Sword Breaker,B001PXKKRY,,7.05442E+11,,Cold Steel,Sports,,,41.3,4,3.7,4.45,0,0,5,5,FBM,989,80,sports_display_on_website,695983,0,0,449.99,,384,384,259.95,57.6,9.65,67.25,327.2,0,0,15,384,56.8
,COLD Steel Rubber Trainer Peace Keeper Knife,B005G2HL7C,"B0012QS986,B00OKXF9W2,B00LPSBJYW",7.05442E+11,,Cold,Sports,B07JNP4F68,,13.3,3,1.2,0.2,1,1,1,1,,,,sports_display_on_website,397665,0,1,24.99,12.85,14.97,,4.95,1.93,3.19,5.12,10.07,0,0,22,12.85,2.78
,"Hold Out 6"" Blade Serr. Edge / 13 3/16"" Overall",B09DLF8SXY,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,1,1,5,5,FBM,15,100,sports_display_on_website,1147018,0,0.99,254.99,141.64,141.01,141.01,101.95,21.15,4.71,25.86,127.81,0,0,9,141.01,13.2
,"Cold Steel Micro Flight / 8"" Overall / 2mm Thick",B09DLCP3JQ,,7.05442E+11,,Cold Steel,Sports,,,10.16,3.54,0.28,0.22,2,2,1,1,FBA,387,91,sports_display_on_website,669127,0,1.8,9.99,9.99,9.99,9.99,3.95,1.5,2.41,3.91,7.86,0,0,21,9.99,2.13
,"Cold Steel Commercial Series Cleaver, 9""",B071G6FDVK,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,14.76,5.35,2.32,1.79,2,2,10,10,FBA,387,91,kitchen_display_on_website,204567,0,2.73,69.99,54.87,53.77,54.87,34.95,8.23,5.09,13.32,48.27,0,0,12,54.87,6.6
,Cold Steel Frenzy Lockback Black,B07F7QD116,B019RSXIX6,7.05442E+11,,Cold Steel,Kitchen,,,7.36,2.44,0.94,0.4,0,0,1,0,,,,home_improvement_display_on_website,591435,0,0,239.99,,199.99,,95.95,30,3.19,33.19,129.14,0,0,35,199.99,70.85
,"Cold Steel 40AP3C Click N Cut Replacement Blades 3 pcs Utility Serr, One Size",B0851Q2VHL,,7.05442E+11,,Cold Steel,Sports,,,4.72,2.36,0.31,0.15,1,1,6,6,FBA,387,91,home_improvement_display_on_website,534761,0,1.85,14.99,14.38,14.03,14.38,10.95,2.16,2.41,4.57,15.52,0,0,-8,14.38,-1.14
,"OSS, Kraton Handle, Secure-Ex Sheath",B001MM557I,B000U3S0BS,7.05442E+11,,Cold Steel,Sports,,,14.17,3.54,1.73,0.93,0,0,7,7,,,,sports_display_on_website,1220471,0,0,84.99,,76.05,,47.95,11.41,4.71,16.12,64.07,0,0,16,76.05,11.98
,"Cold Steel Talwar 5 1/2"" Serr. Edge / 12 7/8"" Overall / 5 1/2"" Blade",B09DLFCGH6,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,1,1,3,3,FBM,7039,87,sports_display_on_website,1956509,0,0,289.99,249.99,177.86,177.86,115.95,26.68,4.71,31.39,147.34,0,0,17,177.86,30.52
,"Cold Steel 59KBL Kitchen Classics, Oak Counter-top Block Stand",B000PW8IV6,,7.05442E+11,,Cold Steel,Sports,,,12,9.5,5,5.25,0,0,5,5,FBM,41606,77,kitchen_display_on_website,772868,0,0,58.99,,48.96,48.96,28.95,7.34,6.23,13.57,42.52,0,0,13,48.96,6.44
,"Commercial Series 8"" Filet Knife",B06Y2JVGMZ,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,14.53,3.78,2.09,0.55,0,0,4,4,FBM,989,80,kitchen_display_on_website,204567,0,0.6,27.99,,24.78,24.78,17.95,3.72,3.19,6.91,24.86,0,0,0,24.78,-0.08
,Commercial Series Flexible Boning Knife,B06XNQ7862,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,14.41,3.58,2.09,0.36,4,4,9,9,FBA,387,91,kitchen_display_on_website,204567,0,4.72,21.99,19.25,19.19,19.25,12.95,2.89,3.19,6.08,19.03,0,0,1,19.25,0.22
,Cold Steel Dragonfly Katana,B000OZDF1W,,7.05442E+11,,Cold Steel,Sports,,,44,4.1,3.3,4.25,0,0,16,15,FBM,21244,93,sports_display_on_website,528638,0,0,749.99,,386,386,319.95,57.9,9.65,67.55,387.5,0,0,0,386,-1.5
,Cold Steel 88DW Dragonfly Wakazashi Sword,B000OZ91V0,B001CC1CKM,7.05442E+11,,Cold Steel,Sports,,,34.5,3.4,3,3.1,0,0,20,18,FBM,95605,93,sports_display_on_website,515919,0,0,674.99,,320.56,320.56,259.95,48.08,9.27,57.35,317.3,0,0,1,320.56,3.26
,Cold Steel DRAGONLY WAKAZASHI Sword,B001CC1CKM,B000OZ91V0,7.05442E+11,,Cold Steel,Sports,,,34.3,3.6,3.2,1,0,0,6,6,FBM,29169,94,sports_display_on_website,610139,0,0,674.99,,326.97,326.97,259.95,49.05,8.89,57.94,317.89,0,0,3,326.97,9.08
,Cold Steel Shanghai Shadow,B0017KV05Q,B004Z4CU78,7.05442E+11,,Cold Steel,Sports,,,14.5,3.5,2,1.1,1,1,4,4,,,,sports_display_on_website,789279,0,1.48,37.99,32.32,32.22,,19.95,4.85,4.71,9.56,29.51,0,0,9,32.32,2.81
,"Cold Steel ""Commercial Series 10"""" Chef's Knife",B0731ZW1PV,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,18.25,3,2.5,0.6,2,2,10,10,FBA,387,91,kitchen_display_on_website,204567,0,1.75,41.99,30.65,29.97,30.65,19.95,4.6,8.13,12.73,32.68,0,0,-7,30.65,-2.03
,"Cold Steel Dragonfly Series Katana Samurai Sword with Scabbard, Wakizashi Long Handle, One Size",B0862YK1C2,,7.05442E+11,,Cold Steel,Sports,,,43.5,4.7,3.4,3.9,1,1,8,8,FBM,21244,93,sports_display_on_website,849578,0,0,669.99,373.99,357.98,357.98,267.95,53.7,9.65,63.35,331.3,0,0,7,357.98,26.68
,"Cold Steel Slant Tip Machete Knife with 18"" Blade",B019RSYTAC,,7.05442E+11,,Cold Steel,Sports,B08MXR2LS1,,24.5,5.5,1,1.6,2,2,7,7,FBM,41606,77,lawn_and_garden_display_on_website,187355,0,1.85,25.99,25.99,32.13,32.13,19.95,4.82,8.51,13.33,33.28,0,0,-4,32.13,-1.15
,"Cold Steel Commercial Series Western Hunter, 6""",B06Y2LFJ1F,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,14.49,3.23,2.05,0.57,0,0,3,3,,,,kitchen_display_on_website,204567,0,0.51,30.99,,28.97,,18.95,4.35,3.19,7.54,26.49,0,0,9,28.97,2.48
,"Cold Steel Commercial Series Flexible Curved Boning Knife, 6 in",B06XKZJ65S,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,11.3,1.5,0.4,0.3,2,2,9,9,FBA,387,91,kitchen_display_on_website,204567,0,2.01,21.99,18.07,19.19,18.07,12.95,2.71,2.41,5.12,18.07,0,0,0,18.07,0
,"Commercial Series 6"" Filet Knife",B06Y26TZ4G,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,14.61,3.7,2.09,0.65,2,2,8,8,FBA,95605,93,kitchen_display_on_website,204567,0,3.75,23.99,23.53,23.3,23.53,12.95,3.53,3.19,6.72,19.67,0,0,16,23.53,3.86
,Cold Steel Wakizashi (Emperor Series),B000EXN9OC,B000WAJ9DM,7.05442E+11,,Cold Steel,Sports,,,31,4.3,3.3,2.7,1,1,7,7,FBA,387,91,sports_display_on_website,601694,0,1,624.99,349.99,388.35,349.99,279.95,52.5,8.89,61.39,341.34,0,0,2,349.99,8.65
,Cold Steel Double Agent II Md: 39FN,B001724TVQ,B0013ASC42,7.05442E+11,,Cold Steel,Sports,,,13.6,3.6,3,0.35,0,0,9,9,FBM,13680,93,sports_display_on_website,550266,0,1.1,44.99,,30.78,30.78,19.95,4.62,3.19,7.81,27.76,0,0,10,30.78,3.02
,"""Cold Steel Pocket Shark Pen""",B00KN72ET0,"B001R0XNSI,B00BGFQ46W",7.05442E+11,,Cold Steel,Home Improvement,,,7.5,4,1,0.25,1,1,1,1,FBM,233,91,home_improvement_display_on_website,547231,0,0.75,,18.82,14.98,14.98,2.95,2.25,3.19,5.44,8.39,0,0,44,14.98,6.59
,Cold Steel Willow Leaf Sword,B082QZS42V,,7.05442E+11,,Cold Steel,Sports,,,35.5,5.25,4,4,0,0,2,2,FBM,5963,97,sports_display_on_website,1502379,0,0,659.99,,448.16,448.16,263.95,67.22,9.65,76.87,340.82,0,0,24,448.16,107.34
,"Cold Steel Commercial Series Stiff Curved Boning Knife, 6""",B06XP18MDJ,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,14.61,3.58,2.09,0.49,0,0,1,1,FBM,233,91,kitchen_display_on_website,204567,0,0.32,24.99,,35.3,35.3,12.95,5.3,3.19,8.49,21.44,0,0,39,35.3,13.86
,Cold Steel Cruciform Dagger #92HCD,B00FSX8M9U,B00AJIXPLY,7.05442E+11,,BigTProducts,Sports,,,8.5,4.2,1,0.1,0,0,2,2,,,,sports_display_on_website,916215,0,0.78,9.99,,12.99,,2.49,1.95,3.19,5.14,7.63,0,0,41,12.99,5.36
,"Cold Steel Commercial Series Stiff Boning Knife, 6 in",B06XNV4ZV1,,7.05442E+11,,Cold Steel,Sports,B088ZB29NH,,14.49,3.62,2.13,0.57,0,0,1,1,FBM,233,91,kitchen_display_on_website,204567,0,0.4,24.99,,32.95,32.95,12.95,4.94,3.19,8.13,21.08,0,0,36,32.95,11.87
,"Cold Steel Black Fly / 8"" Overall / 2mm Thick",B09DLFKJ13,,7.05442E+11,,Cold Steel,Sports,,,2,2,2,1,1,1,3,3,FBM,15,100,sports_display_on_website,289416,0.02,2.44,9.99,9.99,9.99,9.99,3.95,1.5,4.71,6.21,10.16,1.74,-0.03,-2,9.99,-0.17
,Cold Steel Replacement Trench Hawk Handle OD Green,B01MSBZG6Q,,7.05442E+11,,Cold Steel,Sports,,,19.02,1.5,1.18,0.65,0,0,4,4,FBM,41606,77,sports_display_on_website,283673,0.03,0.78,7.99,,12.97,12.97,2.95,1.95,8.13,10.08,13.03,6.56,-0.03,0,12.97,-0.06
,"Cold Steel, Sheath, Cordura for Tri Pack Thrower",B07DPTC7Q8,,7.05442E+11,,Cold Steel,Sports,,,14.53,11.18,2.05,0.36,5,5,4,4,FBA,387,91,home_improvement_display_on_website,352904,0.04,4.87,12.99,12.99,14.45,12.99,8.95,1.95,3.19,5.14,14.09,2.66,-0.22,-8,12.99,-1.1
,"Cold Steel Click-N-Cut Exchangeable Blade Utility Knife, Includes Belt Sheath and 3 Blades, 3 Pack Drop Point Blades",B0851PYJD1,,7.05442E+11,,Cold Steel,Sports,,,4.3,2.1,0.3,0.15,1,1,9,9,FBA,387,91,home_improvement_display_on_website,522287,0.01,1.69,14.99,12.99,13.23,12.99,10.95,1.95,2.41,4.36,15.31,1.45,-0.26,-18,12.99,-2.32
,Cold Steel Pipe Hawk Sheath,B005A6B332,,7.05442E+11,,Cold Steel,Sports,,,4.6,4.3,0.7,0.05,2,2,6,6,FBM,239,97,sports_display_on_website,241441,0.04,2.48,4.99,5.95,5.49,5.49,2.95,1,2.41,3.41,6.36,1.89,-0.3,-16,5.49,-0.87
,"Cold Steel Drop Forged Tomahawk Survival Hatchet - Great for Camping, Survival, Outdoors and Chopping Wood, Spontoon Hawk",B084PTQ95F,,7.05442E+11,,Cold Steel,Sports,,,23,9,2,1.65,1,1,8,8,FBA,387,91,sports_display_on_website,115291,0.42,1,54.99,45.59,46.74,45.59,29.95,6.84,8.89,15.73,45.68,287.22,-0.57,0,45.59,-0.09
,"Cold Steel Peace Maker Tactical Fixed Blade Knife with Sheath, Peace Maker III",B00BD56SWA,B00GCGQLM2,7.05442E+11,,Cold Steel,Sports,B088Z7L562,,8.82,1.97,1.18,0.31,1,1,11,11,FBA,387,91,sports_display_on_website,244946,0.04,1.93,30.99,22.62,22.11,22.62,17.95,3.39,3.19,6.58,24.53,9.26,-0.78,-8,22.62,-1.91
,"Cold Steel Pro Flight Sport, Black",B01AALWNSK,B06VSXLZG1,7.05442E+11,,Cold Steel,Sports,,,16.5,1.8,0.4,0.6,2,2,10,10,FBA,387,91,sports_display_on_website,76744,1.23,2.7,15.99,12.99,12.99,12.99,7.95,1.95,3.19,5.14,13.09,129.55,-1,-1,12.99,-0.1
,Cold Steel 97MKM Magnum Kukri,B0017V19VK,B00WVKCC3K,7.05442E+11,,Cold Steel,Sports,,,24.02,4.02,2.01,1.55,2,2,3,2,FBA,19871,96,lawn_and_garden_display_on_website,60413,0.21,2.22,38.16,37.48,37.5,37.48,23.95,5.62,8.51,14.13,38.08,73.33,-1.17,-2,37.48,-0.6
,Norse hawk sheath,B005F7PPJE,,7.05442E+11,,Cold Steel,Sports,,,4.9,4.4,0.7,0.02,2,2,7,7,FBA,387,91,sports_display_on_website,205871,0.07,1.44,4.99,4.99,7.43,4.99,2.95,1,2.41,3.41,6.36,4.29,-1.18,-27,4.99,-1.37
,"Cold Steel AK-47 Folding Knife, Black, 3.5""",B07F7QP3HR,,7.05442E+11,,Cold Steel,Sports,B088YWDD7X,,6.26,2.32,0.98,0.37,1,1,12,12,FBA,387,91,home_improvement_display_on_website,229978,0.08,1,189.99,111.35,109.83,111.35,92.95,16.7,3.19,19.89,112.84,133.62,-1.79,-1,111.35,-1.49
,Cold Steel Italian Dagger,B0030D82ZO,,7.05442E+11,,Cold Steel,Sports,,,22.2,5.6,1.8,1.8,1,1,11,9,FBM,21244,93,sports_display_on_website,262057,0.03,0.99,259.99,137.88,136.88,136.88,111.95,20.53,8.51,29.04,140.99,61.91,-1.86,-3,136.88,-4.11
,"Cold Steel Gold Lion Katana, Multi, 41.25""",B019RSXPU2,,7.05442E+11,,Cold Steel,Sports,,,44,4,4,4.85,1,1,20,18,FBA,387,91,sports_display_on_website,411573,0.01,1,899.99,466.51,464.72,466.51,399.95,69.98,9.65,79.63,479.58,69.98,-1.96,-3,466.51,-13.07
,"Cold Steel Click-N-Cut Exchangeable Blade Utility Knife, Includes Belt Sheath and 3 Blades, 3 Pack Utility Plain Edge Blades, One Size",B0851PYCVP,,7.05442E+11,,Cold Steel,Sports,,,4.2,2.1,0.5,0.15,1,1,8,8,FBM,983,93,home_improvement_display_on_website,250913,0.13,1.73,14.99,14.44,14.06,14.06,10.95,2.11,2.41,4.52,15.47,20.09,-2.01,-10,14.06,-1.41
,"Cold Steel Drop Forged Series Fixed Blade Knife with Sheath, Hunter",B07MZX2F2L,B01N2PKROM,7.05442E+11,,Cold Steel,Sports,B08KXBRCR7,,10.3,3.3,1.7,0.75,2,2,19,18,FBA,387,91,sports_display_on_website,98270,0.68,2.14,59.99,39.79,39.79,39.79,30.95,5.97,3.19,9.16,40.11,258.51,-2.08,-1,39.79,-0.32
,"Cold Steel Chef?s Knife (Kitchen Classics), Black, 13""""""",B019RSXC7I,,7.05442E+11,,Cold Steel,Sports,,,16,4.2,0.75,0.5,2,2,9,9,FBA,387,91,kitchen_display_on_website,165233,0.07,1,31.99,17.78,22.83,17.78,13.95,2.67,3.19,5.86,19.81,18.67,-2.13,-11,17.78,-2.03
,Cold Steel Model 92 Rubber Training Pistol,B00U1IBMS0,,7.05442E+11,,Cold Steel,Sports,,,9,7.4,2.1,0.7,1,1,10,10,FBM,2103,91,sports_display_on_website,84655,1.05,1.55,31.99,18.99,17.59,17.59,11.95,2.64,3.19,5.83,17.78,217.29,-2.35,-1,17.59,-0.19
,"Cold Steel Balicki Escrima Trainer, Black, One Size (91EA)",B084PV329X,,7.05442E+11,,Cold Steel,Sports,,,40.5,4.25,4.25,1,1,1,14,14,FBA,387,91,sports_display_on_website,175757,0.12,3.23,29.99,21.99,21.47,21.99,11.95,3.3,9.65,12.95,24.9,18.71,-2.48,-13,21.99,-2.91
,"Cold Steel Cheap Shot Polymer Archery Broadheads for Bows and Crossbows, Standard Broadhead (Pack of 50), 125 Grain",B077343F6N,,7.05442E+11,,Cold Steel,Sports,B08974GQBG,,9.57,3.58,2.09,1.06,1,1,19,19,FBA,387,91,sports_display_on_website,92543,0.07,1.52,39.99,35.89,35.53,35.89,28.95,5.38,4.71,10.09,39.04,29.91,-2.63,-9,35.89,-3.15
,"Cold Steel Peace Maker Tactical Fixed Blade Knife with Sheath, Peace Maker II",B00BD57RZW,B07DLKJP3L,7.05442E+11,,Cold Steel,Sports,B088Z7L562,,10.7,2,1.25,0.49,2,2,11,11,FBA,387,91,sports_display_on_website,188990,0.1,2,37.99,23.62,28.1,23.63,19.95,3.54,3.19,6.73,26.68,23.63,-3.05,-13,23.63,-3.05
,Cold Steel Parrying Dagger Trainer,B019RSYMU4,,7.05442E+11,,Cold Steel,Sports,,,21,8,2.5,0.45,0,0,3,3,,,,sports_display_on_website,225589,0.06,0.77,14.99,,13.59,,5.95,2.04,8.89,10.93,16.88,13.82,-3.35,-24,13.59,-3.29
,Cold Steel Bowie Bushman Fixed Blade Knife Dagger,B00BD4W3ZM,,7.05442E+11,,Cold Steel,Sports,B08FBZT67N,,14.6,4.6,2.2,1,9,9,11,11,FBA,387,91,home_improvement_display_on_website,56908,2.58,2.34,41.99,16.99,22.09,16.99,9.95,2.55,4.71,7.26,17.21,393.72,-5.1,-1,16.99,-0.22
,"Cold Steel Voyager Series Folding Knife with Tri-Ad Lock and Pocket Clip, Tanto Plain, Large",B07CMGDMLT,,7.05442E+11,,Cold Steel,Sports,B088Z96S93,,6.22,2.05,0.98,0.35,1,1,18,18,FBA,387,91,sports_display_on_website,24034,0.36,1.39,94.99,58.66,57.53,58.66,47.95,8.8,3.19,11.99,59.94,265.07,-5.78,-2,58.66,-1.28
,"Cold Steel Bush Ranger Black/Silver, One Size",B07BDSDK5S,,7.05442E+11,,Cold Steel,Sports,,,6.3,2.36,1.14,0.38,1,1,25,24,FBM,12962,96,home_improvement_display_on_website,165636,0.43,0.74,224.99,111.99,108.63,108.63,89.95,16.29,3.19,19.48,109.43,805.36,-5.93,-1,108.63,-0.8
,Cold Steel (SC90TH) Trail Hawk Sheath,B005343TGA,,7.05442E+11,,Cold Steel,Sports,,,3.54,3.19,0.51,0.04,1,1,6,6,FBA,387,91,sports_display_on_website,85832,1,1,4.99,5.95,8.32,5.95,2.95,1,2.41,3.41,6.36,89.25,-6.15,-7,5.95,-0.41
,"Cold Steel Kudu Ring Lock Folding Pocket Knife, Kudu Lite",B083VWD4YB,,7.05442E+11,,Cold Steel,Sports,,,7.4,1.9,1,0.25,1,1,19,19,FBA,387,91,sports_display_on_website,80751,1.18,1,8.99,7.99,9.55,7.99,3.95,1.2,3.19,4.39,8.34,141.42,-6.2,-4,7.99,-0.35
,"Cold Steel Tanto Machete, 13.0 Inch Blade",B07BFTT9R4,,7.05442E+11,,Cold Steel,Sports,,,19.75,3.25,1.5,1.25,1,1,10,10,FBA,387,91,sports_display_on_website,199129,0.08,2.35,26.99,26.22,25.59,26.22,23.95,3.93,8.51,12.44,36.39,18.78,-7.29,-39,26.22,-10.17
,"Cold Steel Drop Forged Series Fixed Blade Knife with Sheath, Boot Knife, 5""",B072187CSH,,7.05442E+11,,Cold Steel,Sports,B08KXBRCR7,,10.2,2.8,1.42,0.7,1,1,9,8,FBM,95605,93,home_improvement_display_on_website,86086,0.38,0,61.99,52.56,42.93,42.93,33.95,6.44,3.19,9.63,43.58,484.56,-7.34,-2,42.93,-0.65
,Cold Steel Brooklyn Whopper 38inch Overall (92BSL),B00TBCC13M,,7.05442E+11,,Cold Steel,Sports,,,37.8,2.76,2.76,3.26,3,3,12,12,FBA,21244,93,sports_display_on_website,162442,0.15,1.67,53.99,29.15,28.79,29.15,19.95,4.37,9.27,13.64,33.59,49.13,-7.48,-15,29.15,-4.44
,"Cold Steel Voyager Series Folding Knife with Tri-Ad Lock and Pocket Clip, Vaquero Serrated, XL",B07MZSTRV6,,7.05442E+11,,Cold Steel,Sports,B088Z96S93,,7.4,2.4,1,0.53,1,1,11,11,FBA,387,91,sports_display_on_website,24034,0.36,1,119.99,72.61,71.4,72.61,59.95,10.89,3.19,14.08,74.03,392.09,-7.67,-2,72.61,-1.42
,"Cold Steel OSS, Kraton Handle (Secure-Ex Sheath)",B000U3S0BS,B001MM557I,7.05442E+11,,Cold Steel,Sports,,,14.2,3.5,1.5,0.9,2,2,27,26,FBA,387,91,sports_display_on_website,61010,1.48,1.05,114.99,61.47,60.43,61.47,47.95,9.22,4.71,13.93,61.88,1331.35,-8.88,-1,61.47,-0.41
,"Cold Steel Training Dagger Polypropylene Handle with Blunt, Black, One Size",B001S806F2,B00FSX5EXM,7.05442E+11,,Cold Steel,Sports,,,19.69,3,2,0.75,1,1,8,8,FBM,2103,91,sports_display_on_website,74261,1.26,2.78,21.99,23.35,21.31,21.31,10.95,3.2,8.13,11.33,22.28,213.1,-9.7,-5,21.31,-0.97
,Cold Steel SR1 Tanto Point,B07BHHF895,,7.05442E+11,,Cold Steel,Sports,,,6.46,2.28,1.06,0.49,2,2,18,18,FBA,387,91,home_improvement_display_on_website,269711,0.1,1,279.99,127.7,126.1,127.7,111.95,19.16,3.19,22.35,134.3,191.55,-9.9,-5,127.7,-6.6
,"Cold Steel 49LCKZ Srk SK-5, Clam Package",B072HNKTJ1,,7.05442E+11,,Cold Steel,Sports,,,12.76,3.15,2.13,0.96,1,1,6,6,FBM,9037,93,sports_display_on_website,37386,2.22,0.46,69.99,52.05,48.74,48.74,36.95,7.31,4.71,12.02,48.97,2223.35,-10.49,0,48.74,-0.23
,"Cold Steel FGX Ring Dagger, 3 1/2"", Black",B07MZY38C8,,7.05442E+11,,Cold Steel,Sports,,,12.01,4.25,1.3,0.15,1,1,3,3,FBA,387,91,sports_display_on_website,41629,2.03,1,8.99,7.99,10.37,7.99,3.95,1.2,3.19,4.39,8.34,243.3,-10.66,-4,7.99,-0.35
,Cold Steel True Flight Thrower,B000BSY9AI,,7.05442E+11,,Cold Steel,Sports,,,13.5,3.4,1.8,1.05,1,1,18,18,FBA,387,91,sports_display_on_website,61942,1.47,1.56,36.99,26.99,26.99,26.99,18.95,4.05,4.71,8.76,27.71,464.94,-12.4,-3,26.99,-0.72
,Cold Steel Tufflite Plain Edge Folding Knife Black,B006YBW6MY,,7.05442E+11,,Cold Steel,Sports,B088Z6DWWD,,4.3,1.8,0.9,0.2,3,3,31,31,FBA,387,91,sports_display_on_website,37748,0.44,1.37,50.99,27.85,28.14,27.85,22.95,4.18,3.19,7.37,30.32,155.11,-13.76,-9,27.85,-2.47
,"Cold Steel Cinquedea 14.5"" Fixed Blade Knife",B019RSXT44,,7.05442E+11,,Cold Steel,Sports,,,32,7.5,6.62,4.7,0,0,7,7,FBM,346478,89,home_improvement_display_on_website,381089,0.03,0,249.99,,145.69,145.69,129.95,21.85,11.55,33.4,163.35,129.82,-15.74,-12,145.69,-17.66
,"Cold Steel Mini Flight Sport, Black, 10in",B01AALWN12,B06W52G5CF,7.05442E+11,,Cold Steel,Sports,,,11.73,11.73,0.04,0.5,2,2,6,6,FBA,387,91,sports_display_on_website,33935,2.41,1.81,9.99,8.99,8.99,8.99,5.95,1.35,2.41,3.76,9.71,231.31,-18.53,-8,8.99,-0.72
,"Cold Steel Counter Point Folding Knife with Tri-Ad Lock and Pocket Clip, Counter Point 2, 3""",B07K2K3PQR,,7.05442E+11,,Cold Steel,Sports,B088Z5FKMF,,4.49,1.69,0.83,0.18,1,1,19,18,FBA,387,91,sports_display_on_website,81419,0.59,2.02,69.99,46.89,45.98,46.89,39.95,7.03,3.19,10.22,50.17,274.82,-19.22,-7,46.89,-3.28
,Cold Steel Rubber Rondel Trainer,B019RSYP2O,,7.05442E+11,,Cold Steel,Sports,,,17,1.4,0.8,0.2,2,2,4,4,FBA,387,91,sports_display_on_website,85769,1.01,1,11.99,7.99,11.97,7.99,4.95,1.2,3.19,4.39,9.34,121.05,-20.45,-17,7.99,-1.35
,"Cold Steel Voyager Series Folding Knife with Tri-Ad Lock and Pocket Clip, Vaquero Plain, XL",B07MZXGN8T,,7.05442E+11,,Cold Steel,Sports,B088Z96S93,,7.44,2.36,0.94,0.52,1,1,13,13,FBA,387,91,sports_display_on_website,24034,0.36,1,119.99,69.62,72.15,69.62,59.95,10.44,3.19,13.63,73.58,375.95,-21.38,-6,69.62,-3.96
,"Cold Steel Leatherneck-SF, One Size",B01N7ZQMAN,,7.05442E+11,,Cold Steel,Sports,,,13.39,3.46,2.2,1.4,2,2,24,23,FBA,387,91,home_improvement_display_on_website,98199,1.3,1,114.99,60.66,60.66,60.66,47.95,9.1,4.71,13.81,61.76,1182.87,-21.45,-2,60.66,-1.1
,"Cold Steel 97KMS Kukri Machete,Black",B000FJRR2K,,7.05442E+11,,Cold Steel,Home Improvement,,,21,7.7,0.5,1.7,4,4,21,21,FBM,346478,89,lawn_and_garden_display_on_website,40802,0.73,2.85,29.99,29.99,28.69,28.69,19.95,4.3,8.51,12.81,32.76,163.2,-23.15,-14,28.69,-4.07
,"Cold Steel FGX Boot Blade I with Kraton Handle , black",B000MOM4DU,B008GQLMOI,7.05442E+11,,Cold Steel,Sports,,,12,3.5,0.5,0.15,1,1,5,5,FBA,387,91,sports_display_on_website,69591,1.33,1,15.99,5.99,9.62,5.99,3.95,1,2.41,3.41,7.36,119.5,-27.33,-23,5.99,-1.37
,"Cold Steel Kukri Trainer, Black",B07BHGDR6P,,7.05442E+11,,Cold Steel,Sports,,,16.2,2,1,0.5,3,3,1,1,FBA,387,91,sports_display_on_website,28010,2.82,1,14.99,9.99,17.35,9.99,5.95,1.5,3.19,4.69,10.64,422.58,-27.5,-7,9.99,-0.65
,"Cold Steel SR1 Knife, OD Green, 4-1/2""",B0731YGYTB,,7.05442E+11,,Cold Steel,Sports,,,6.38,2.28,1.14,0.49,1,1,32,30,FBA,387,91,sports_display_on_website,114759,0.43,1,264.99,125.45,123.86,125.45,107.95,18.82,3.19,22.01,129.96,809.15,-29.09,-4,125.45,-4.51
,"Cold Steel Super Edge Black ,One Size",B000W34PDI,,7.05442E+11,,Cold Steel,Sports,,,4.8,1.7,0.9,0.05,1,1,24,23,FBA,387,91,sports_display_on_website,84591,1.05,1,29.99,15.55,19.97,15.55,11.95,2.33,3.19,5.52,17.47,244.91,-30.24,-12,15.55,-1.92
,"Cold Steel Recon 1 Folder Clip Pt. 4In Bold 9-3/8In Overall Folding Camping Knives, Black",B07B1CBZ6W,,7.05442E+11,,Cold Steel,Sports,,,5.59,1.89,0.87,0.36,1,1,18,18,FBA,387,91,sports_display_on_website,75427,1.25,1,176.99,101.6,102.7,101.6,84.95,15.24,3.19,18.43,103.38,1905,-33.37,-2,101.6,-1.78
,"Cold Steel 92BKPTHZ Rubber Training, Trench Hawk",B00BMKKQBA,,7.05442E+11,,Cold Steel,Sports,,,20.08,8.66,0.94,1.54,0,0,9,8,FBM,2103,91,sports_display_on_website,46110,1.87,1.36,16.99,,19.9,19.9,9.95,2.99,8.51,11.5,21.45,473.05,-36.85,-8,19.9,-1.55
